"","userNames","userTweets","followers"
"21","Diario La Nación","el senado vota sobre proyecto para evitar construccion de viviendas en zeballos cue polit tapa del suplemento arq deco nacionpy cerro porteño pierde ante cobresal y pone en riesgo su clasificacion deport protestan contra administracion municipal en ciudad del este p kobe bryant se despidio con un partido inolvidable deport hipermercados pueblo habilita su primer local que atendera horas negoci jubero esta feliz porque al olimpia le sobra plantel deport manifestantes agreden a motociclistas p “luna de cigarras” presente en cannes espectacul inauguraron la vi feria de tecnologia p jornada historica en la nba con record de warriors y retiro de kobe deport gobierno insiste en negociar con campesinos que exigen condonacion polit que hay detras del boom inmobiliario en paraguay negoci corrupcion e impunidad son los desafios de la justicia en paraguay p papa viaja a lesbos para sacudir conciencias en europa mund para salir de la capital calle ana diaz antes de la avda peru hasta la calle de mayo desde ese punto retomar hasta e ayal potenciaran aun mas alianza entre paraguay y china taiwan polit atencion zonas de embotellamiento avda rodriguez de francia pettirossi y mercado nacionpy cantante katy perry gana litigio a monjas para comprar convento en eeuu espectacul el golfista singh no ira a los juegos de rio por temor al virus zika deport liberales votaran contra el iva y a favor del sistema d’hondt polit indert pago el triple por kits para familias en emergencia polit fuerte viento y granizada destruyeron cultivos en minga guazu p fernando pistilli participa de festival internacional de poesia en peru espectacul alliana critica actitud de fernando lugo polit cartes recibe hoy a titular del indert y a delegacion comercial extranjera polit el clasico en el defensores deport jornada de calida a calurosa con cielo mayormente nublado p deserciones de aliados dejan a dilma mas sola que nunca mund senac hara sondeo sobre corrupcion polit colorados haran que hoy se rechace la derogacion del iva negocios   portada de la seccion deport cordiales saludos compartimos los principales titulos de la edicion impresa excelente jornada para tod amambay desmantelan laboratorio donde producian cocaina pais   napout unico ausente en audiencia por caso fifagate  el bombardero boeing b h stratofortress se unio a la lucha contra el isis el de abril de se inicio la campaña de corrientes nacionpy cobresal con un equipo suplente derroto a cerro deportes  “nos queremos reunir con los tres poderes del estado”  se retira kobe bryant uno de los mejores basquetbolistas de la historia deport se despide de copa la ante el tachira deportes   presidenta de brasil luchara “hasta el ultimo minuto” mundo  apa despide a empleados que denunciaron falencias espectacul cambioenapaya mantiene postura quiere intervencion  ",119321
"22","Diario Crónica Py","“es una perra como carmiña” fiscal pide prision para imputado por hurto agrav con goleada dijo adios a la cop destruyen laboratorio de procesamiento de cocain locote “volador” en el buen pastor atropello barrera y volc ante santa fe el verdadero part alistan ambulancia para los “contreras” “playa nudista” de campesin cerro fue un desierto en chil “ andate farias ” arrastro a policia por cuadras y lo decapit extraño ser acosa a toda una famili no se pronostican lluvias y la jornada seria calur suicidios por ahorcamiento y muertes por electrocu paraguay y china taiwan “un solo corazon” mas negocios y universidad en mandarin cartes desplegara jornada de gobierno desde mburuvicha rog humor por yor portada de la seccion deport maitei rory gente compartimos los principales titulos de la edicion impresa excelente jornada para tod  chicos paso the flash y comento que su gif va muy rapido bndcns famosos enseñaron sobre tecnologia g mensaje especial de fabi para un ex hombre que tenia relaciones sexuales en un automovil arrolla y mata a un polic comenzo la xviii cumbre judicial iberoamerican casos de dengue en alza en el departamento central se viene la iii edicion de la feria nacional de los pueblos indigen en corea no compran votos con vaca’i sino con “levantol” este nene es mas bocho que einstein remeras “en guarani” tempranero jejuka en ciudad del est sinafocal entregara certificados de capacitacion a misioner refinanciar deuda en vez de condon “aqui sobresale el equipo” un “ ” suplente ira por el honor ya venden termos “para ti mama”   motoca “nalgueo” a ciclista y hu “aulas moviles” para jose falcon antonella matterazzi se despacho todo mal ra’ micreros sumariados por “vivos” hay un onur paraguayito en vaqu abogado hizo correr a mondaha   hicieron “pure” de mondaha   “irra” inicio su guerra a la “o” epidemia de piojos ataca a niñ salta el “rosario” de capturas de elvio benitez culpa a limpiavidrios de reventarle el vidri nadia ferreira denuncia alguien se hace pasar por ella en whatsapp chatarra jeyma no fue tragedia… de milagr",64889
"23","Última Hora","la generalizacion proviene de una necesidad brutal de endeud los manifestantes van llegando a la plaza de armas la sesion de diputados se sigue en pantalla gig incumplen con el almuerzo escolar en escuela chaqueña  dip ramon duarte desde esta camara se esta defendiendo los intereses de los mas r estado necesita de mas dinero para financiar los programas sociales y demas problem automovilistas molestos por manifestaciones  se hablo de formalizar la economia y vamos a hacer eso condonando a transportistas sin impuestos a la soj estoy a favor de la derogacion ivaacooper tambien debemos de pensar en las cooperativas mas pequeñ dip olimpio villalba yo estoy a favor de que se proteja este sector de la economia tan import ahora no podemos aplicar el iva al acto cooperativo consideramos que esto no es correct campesinos marcha por la calle caballero marchacampesin presidente colegas deroguemos el iva al acto cooperativo estas de acuerd las cooperativas pagan iva lo que se pretende ahora es el iva al acto cooper porque atacar un sector a tan product lastimosamente no llego la orden del presidente de aplazar este punto por dias y sentarnos a dialogar dip edgar acost campesinos de la fnc sumados a la marcha este sector si bien apoyaba de palabras ahora se suma de forma vis opinionuh el reclamo campesino  por gustavo olmedo lee mas aqu recolectan firma para solicitar a la junta municipalidad de cde la intervencion de la municipal mundo terremoto sacude japon sin alerta de tsunami  movilizacion calienta sesion en diputados   tendencia en senado es postergar condonacion  los cooperativistas van ingresando a plaza uruguay ahora manifestacion por la transparencia en cde la concentracion en en la plaza de la paz de cde victor rios recordo condonacion y subsidios a sojeros ganaderos y empresarios del transport ahora manifestantes se dirigen a la plaza uruguaya donde se encontraran con otro grupo de manifest victor rios“el que acusa de populista a los que apoyan a campesinos que se manifiestan jamas leyo ni en wikipedia lo que eso significa” sitrande se adhiere y muestra su apoyo a los sectores que exigen sus reivind diputado vera bejarano critica al gobierno y perla de vazquez defiende a cartes “presencia del estado como nunca ha llegado a san pedro” organizaciones lgbti se suman a protestas  ahora cierre av brasil y tte fariña tambien se corto el paso de fdo de la mora zona del merc titular de diputados condiciona reunion con campesinos   ahora cooperativistas llegan a la plaza de armas para aguardar el tratamiento del iva a en la camara de diput habilitan super que atendera las horas  aprehenden a ladron domiciliario en asuncion  denuncian mala calidad de chipas de merienda escol a cartes le preocupa movilizacion de campesinos asegura ministr invierno paraguayo prevaleceran los dias de calor hasta mediados de julio  cooperativas haran hoy otro asueto para protestar contra el iva la tendencia en senado hoy es postergar la condon secretario viajero cobro viaticos por g millones en los ultimos años  clima anuncian jueves caluroso con lluvias dispersas  editorial riesgosa percepcion ciudadana de ausencia de justicia social  buenos dias compartimos la tapa uhpy de hoy con los siguientes titulos principal etc subastan dos pistolas de simon bolivar por usd millon eeuu confirma la relacion directa entre zika y la microcefali mundo iglesia uruguaya pide perdon y ofrece compromiso a victimas de abuso sexual presentan aplicacion para el acceso a la justicia en cumbre judicial papelespanama sin evidencia contundente de delito termina allanamiento a mossack fonsec no hubo dialogo entre campesinos y el gobiern",480965
"24","El Siglo de Panamá","asciende a policias y condecora a otros por destacado panameño   compra elsiglo recorta el cintillo y canjealos por una entrada al concierto revivel ceremonia de ascenso cuenta con presencia de ministro de seguridad  via   inicia ceremonia de ascenso de  via   universidad de panama va a esclarecer los resultados de las investigaciones de la fundacion universidad de panama gt v reportan trafico muy pesado en la via centenario por vuelco de camion de repart asi quedo la tabla de posiciones del beisbolmayor tras la culminacion de la jornada de ay asi se encuentra la clasificacion general antes de que inicie la jornada del torneo clausur cocle reportan daño en la potabilizadora de penonome desde anoche la gente esta sin agu mossackfonsecapapers putin vincula escandalo financiero con elecciones legislativas rusas  mundo papa francisco visitara la isla griega lesbos el sabado para mostrar cercania a los refugi mundo autoridades de malasia destruyeron toneladas de marfil africano ilegal valorado en millon mundo palestino ataco con un hacha a un soldado israeli en cisjordania y fue abatido por otros militar estabilizaciontransporte piratas le quitaron al metrobus mil usuarios alfonso pened estabilizaciontransporte alfonso penedo hoy en dia mi problema no es la competencia sino mi incompetent estabilizaciontransporte alfonso penedo administrador del metrobus asegura que por dia buses estan fuera de servicio por manten estabilizaciontransporte metrobus tendra carriles exclusivos en algunas vias corredores norte y sur estan en la l infidencias y confidencias del de abril del   gt laroja ‘no representaba peligro   gt laroja dos heridos por triple colision gt juzgado niega fianza de excarcelacion a ‘tercero   gt laroja destino de la cocaina era belgica gt disfruta de un rico jugo de mango y durazno gt eureka papa por siempre  gt eleva el placer con mucha adrenalina gt espectaculo zafiro cantaran en chiriqui  gt espectaculo florinda confirma amor con quico  gt anuncio que mibus contratara operadores para mejorar la frecuencia de los metrobus operadores del metrobus recibiran capacitacion de meses para obtener licencia tipo j y un aumento salarial espectaculo tino castro estara con sus artistas   gt espectaculos liza y doralis piden disculpas gt ‘wise mil despunta  gt deportes mets frenan su mala racha gt deportes olmecas le dan de baja a luis durango  gt deportes ‘la roca de gracia y gomez suben hoy a la bascula  gt experta en ambiente advierte sobre repercusiones del cambio climatico en el pais  gt economia arranca expo vivienda  gt baja en la gasolina sera minima  gt mundo capturan a miembros del peligroso clan úsuga  gt mundo detectan vinculo zika microcefalia   gt van asesinados en haiti  gt brasil luchara hasta el final gt docentes solicitan eliminar praa   gt panama designan magistrada del tribunal administrativo tributario   gt diputados de la archivan denuncias contra   gt pide romper relaciones con francia y la ocde  gt laroja ‘a mi hijo lo mataron por rabia o envidia   gt deportes la plantilla mas costosa  dirigente revela que se gastan mas de mil  gt como hacer salsa alfredo  gt",39514
"25","Diario DiaaDia","elpaisdd cubanos varados en paso canoas inician huelga de hambr aficiondd penedo y machado lideres en costa r opinadd que piensa sobre el anuncio que dio ayer el presidente sobre el tema del transporte publ elpaisdd paseo san nicolas en arraijan moradores y conductores dicen que rotura tiene seman elpaisdd hasta el se haran cirugias de implantes cocleares en css pretenden atender pacient opinadd que piensa sobre el anuncio que dio ayer el presidente sobre el tema del transporte publ elpaisdd debaten sobre estudiante que amenazo con un arma a subdirectora en bocas del tor aficiondd analizan el paso de nurse por el futbol mexican elpaisdd sin agua este domingo por desvio de linea en via tocumen   elpaisdd reportan cierre de calle en la via interamericana por el area de rio cocle dat aficiondd chiriqui no tuvo piedad de panama oest aficiondd curry y los warriors hacen histori elpaisdd reportan accidente en el nancito y el salado en remedios hubo heridos dat aficiondd pone fin a su carrera al estilo hollywood aficiondd las estrellas estaran en el rod carew   aficiondd los mets vuelven a ver la luz acabo a los marlins   aficiondd retiran numero de manuel rodriguez   aficiondd pep guardiola no se presiona por ganar la champions   aficiondd el delantero del real madrid karim benzema no jugara la eurocopa   aficiondd al portero jaime penedo ya lo ven como una garantia para el deportivo saprissa   aficiondd no hay alarma  los asientos vacios han sido una constante en los estadios   aficiondd el atletico de madrid derroto al barcelona para clasificarse a las semifinales   famadd el de mayo presentan oficialmente a luz en las tablas y para junio en panama   elpaisdd mas de la celebracion de los años de v elpaisdd desde tempranas horas realizan la celebracion por aniversario de v famadd emocionado y agradecido fue el sentir del ex sin bandera noel schajris   elpaisdd camion se vuelca en la via centenario por el rod carew dat elpaisdd pension alimenticia mucha tela por cort elpaisdd patacon genera electr elpaisdd comidas chatarra siguen en escuel primerplanodd detras del uniform aficiondd la culpa siempre es de gavilan famadd para muchos las paces de liza hernandez y doralis mela fue una burl opinadd que piensa sobre el anuncio del presidente sobre el tema del transporte publ famadd dejen la mentira al chollykid no lo han suspendido   famadd gisela tuñon sale de calle vip por orden medica   elpaisdd css anuncia reprogramacion de citas para el de mayo   mira las noticias de forma diferente divertida y gratis aqu elpaisdd onpar capacita a unidades de la policia nacional   elpaisdd índice de precios al consumidor nacional urbano aumenta   elpaisdd abastecen a comunidades en los santos   elpaisdd atienden a familias albergadas en escuela nicolas pacheco   elpaisdd mides realiza pago de programas sociales   aficiondd panama sede de los juegos latinoamericanos de olimpiadas especiales  famadd juan gabriel lanza video junto a marc anthony gt",78922
"26","La Jornada","consul en nicaragua paula martinez afirmo que mil nicaragüenses solicitan visa al añ presidenta de corte suprema de justicia alba luz ramos valora en alto la mediacion de dirac en su xvi años nicaragu policia de transito de nicaragua estima que cada minutos agentes multan a un conductor con un promedio de personas diari desde elsalvador elsalvador gobierno propone la organizacion de grupos civiles para hacer frente a expansion de las pandill vas al cine trailers <U+25BA> un diputados del fsln afirma que el proyecto tumarin nicaragua se ha pausado debido a la crisis politica que ocurre en brasil ineter advierte que temperaturas podrian llegar a los grados centigrados en chinandega nicaragu confirman visita a nicaragua de quien ofrecera un concierto el de mayo a los nicaragüens y promueven el zafarrancho en managua viernes abr pm con varios artistas nacional fmi revela que precios bajos del petroleo han influido mucho en una mejor percepcion economica de centroamerica p los obispos de nicaragua emitieron una disculpas ante la falta de consenso que ha impedido emitir la cartapastoral a feligreses catol informa de cada atentados terroristas ejecutados en nigeria camerun chad y niger por bokoharam lo hicieron niñ crece fanaticos por liga europea en nicaragu cuba y nicaragua no asistieron a reunion por crisis de migrantes cubanos hay miles de ellos varados en panam comenzo encuentro de obispos de nicaragua el dia de hoy informan sobre la ta etapa que tendra el puerto salvador allende managua nicaragua incluira hasta una sala de cin dilmarousseff presidenta de brasil acusa a su vicepresidente de estar conspirando contra su propio gobiern suscribase a nuestros envios diarios para estar informado de lo que ocurra en nicaragu mañana martes se reuniran en costarica vicecancilleres y directores de migracion para discutir temas de la migracion de cuban un representante de la presidencia de nicaragua afirma que hay enormes espectativas a que el invierno sera buen alcaldia de managua nicaragua presento plan de ampliacion de vias publ desde eeuu afirman que el virus del zika tiene un mayor impacto de lo estim la corte suprema de justicia de nicaragua no acepto la extradicion de sospechoso de asesinar a una familia entera en costar lindos modulos de madera entregaron autoridades intur nicaragua a comerciantes frente managu muere personas y heridas por explosion pirotecnica en sur d aparecio frances franck joel daniel villain desaparecido el viernes abril en volcan cosiguina nicaragu dr leonel ayala fundador grupos de sicoterapia gsa hay un recondito de la genetica que cada humano debe dinamiz los incendios forestales siguen haciendo de las suyas destruyen reservas naturales en chinandega y managua nicaragu realizan interesante concurso donde premiaran a los municipios mas limpios de nicaragu bac firma acuerdo con para mejorar el acceso al credito de las mujeres dueñas de pymes en nicaragu spacex logra por primera vez aterrizar un cohete en el oceano informan desde l fuego se mantiene en las laderas de la lagunadenejapa nicaragu reportan choque de trenes en costarica centroamerica con un saldo aproximado de her circula redes sociales carta dnd una d las tias d maria angelica chamorro afirma no s suicido sino la suicid iniser entrega premios y motocicletas entre sus clientes en promocion realizada durante dos meses nicaragu doctor leonel ayala filosofia del bien vivir gsa amor comprension humildad tolerancia y gratitud nicaragu en la rotonda la virgen managua nicaragua ya comienzan a ejercitar las personas tras un dia mas de trabaj corina del carmen centeno rocha es la nueva procuradora general para la defensa de los derechos humanos nicaragu policia nacional aclara que maria angelica chamorro se suicido y no la asesinaron a como se rumora nicaragu fabio gadea mantilla le canto cero a candidatura por el plinicaragua las razon fue aguacero de lluvias lo que ha caido en diversas zonas de nicaragua reportan ciudadanos a la jorn ineter los vientos en managua han aumentado de veloc uruguay es la sede de la proxima conferencia regional sobre la mujer del al de octubre de en montevide whatsapp incrementa niveles de seguridad y encriptacion tras caso entre apple y fbi de fondos destinados para lucha contra el ebola eeuu utilizara parte de ello para estudiar y hacer frente al zik embajador de kenny bell entrega pte jose adan aguerri exportar a ue nicaragu miriam vargas de sinsa entrego premios de promocion verano de nicaragu no puedo culpar a nadie del despale dice michael hialey de upanic pregunten a marena y a inafor dic michael healey de upanic dice que los productores de ganado podran vender en el exterior nicaragua precios mejor",672
"27","Bolsa de Noticias","chayanne camino a nicaragu tres incendios ocurridos durante la mañana y mediodia en managua causaron cuantiosos destrozos materiales y el presidente de la camara nicaragüense de la energia cesar zamora hinojos dijo a radio la primerisima que aun entre finales de marzo e inicios de abril del estaran concluidas las obras de la primera y segunda fase del la embajada de corea del sur entrego a la asamblea nacional computadoras como parte de la cooper empresarios sandinistas entregaron el proyecto de mejoramiento de los servicios sanitarios en la escuel la expresidenta argentina cristina fernandez se presento este miercoles ante un juez federal para ser indag un poderoso terremoto se registro en mianmar y se sintio hasta en partes de la india no hubo de inmediat el partido progresista pp decidio este martes salir de la coalicion de gobierno y anuncio que la mayoria de sus el aeropuerto schiphol de amsterdam fue evacuado el martes y una persona fue detenida tras una alerta por a medida que america latina y el caribe se adentra en su quinto año de desaceleracion economica y su segundo añ la conferencia episcopal de nicaragua cen lamento a traves de un comunicado oficial la falta de consenso entr el centro escolar jose ramon suarez amador de ciudad belen recibio del ministerio de educacion min en aproximadamente dos semanas empezaran a construirse los primeros restaurantes de lo que sera la cuarta y rosario murillo coordinadora del consejo de comunicacion y ciudadania aseguro que el gobierno est tornado deja tres viviendas sin techo en leon  tres viviendas quedaron sin techo tras el paso de un tornado en el en agosto pasado donald trump echo de mala manera de una rueda de prensa al periodista jorge ramos el una llamada de parte de los trabajadores de la alcaldia del municipio de leon basto para que una cuadrilla de l un ciudad argentina chascomus esta al borde de la quiebra por un fallo de la corte suprema de justicia qu corea del norte abogo hoy por una original formula para criticar a estados unidos al publicar en una web estatal la economia en latinoamerica y el caribe se contraera un en lo que le convierte en el segundo añ voto por voto diputado por diputado la feroz guerra de trincheras parlamentarias sobre la destitucion de l el gobierno de nicaragua inicio hoy la instalacion de quioscos para vendedores informales que trabajan en l el presidente de estados unidos barack obama cree que su peor error ha sido probablemente la falta d tres terroristas suicidas se hicieron estallar hoy frente a una comisaria en un pueblo de la region de stavropol el bufete de abogados panameños mossack fonseca utilizo la identidad del comite internacional de la cruz roj en las ultimas horas el pais se han reportado incendios agricolas y forestales en algunas zonas del pais as la iglesia luterana noruega aprobo hoy en su asamblea anual permitir el matrimonio entre personas del mismo sex observaciones del telescopio espacial kepler han revelado la existencia de una clase de planetas extrasolar un turista frances extraviado en el volcan cosigüina en el noroeste de nicaragua fue encontrado con vida tr el presidente de honduras juan orlando hernandez dijo que la policia de su pais sera depurada certificada y el vicesecretario de comunicacion del gobernante partido popular pp pablo casado dijo hoy que el president la poblacion mundial de tigres salvajes aumento casi un en los ultimos años hasta situarse en l la embajadora de estados unidos en nicaragua laura f dogu felicito este domingo a nicaragua por ser un p felicidades a maria elsa suarez garcia directora de bolsa de noticias por cumplir un año mas v mas de centros de votacion y mesas de sufragio se abrieron el domingo para eleccionesperu  la situacion medioambiental actual de nicaragua ha impulsado a la firma concesionaria del canal interocean desde la tarde de este sabado abrio sus puertas el parque campestre un espacio familiar que se diferencia por la iglesia evangelica de berlin brandeburgo y oberlausitz este de alemania dio hoy su aprobacion al matrimoni pronto viviras una experiencia unica con victoria frost muy pronto se les dara mas detall talan arbol en faldas del volcan mombacho en granada  video enviado por un usuario de nuestras redes social el papa francisco insto a los sacerdotes de todo el mundo a una mayor aceptacion de los catolicos divorci talan arbol en faldas del volcan mombacho en granada  video enviado por un usuario de nuestras redes social los ciclistas franceses que participan de la expedicion mexico centroamerica ya han recorrido un niños y niñas del centro escolar “francisco morazan” en el distrito ii de managua llegaron al centro de salud del la firma de tecnologia google quiere crecer mas en alemania y creara empleos en munich donde asi llegara  un tiroteo este de abril dejo dos muertos en una base de la fuerza aerea de estados unidos en texas inform al menos personas resultaron heridas hoy en un choque frontal de trenes de pasajeros en costa rica cu un insolito doble matrimonio entre hermanos y hermanas gemelas celebrado en el norte de china ha creado tant",1624
"28","La Prensa Nicaragua","nicaragua el agua no llega a los barrios de boaco gt gt gt nicaragua crearan un lago en un parque de managua gt gt gt rt criticamos a los demas pero esta es nuestra caricatura de hoy politica nicaragu eeuu emite critico informe contra daniel orteg nicaragua timido reclamo de sindicato sandinista al gobierno de daniel orteg productores de platano de rivas piden ayuda al gobierno de nicaragu buenos dias hoy es jueves de abril y te compartimos nuestra port opinion el valor del tiempo lee a nasere habed lopez nicaragua educ deportes el atletico le gano al barcelona y avanza a las semis de la champions gt gt gt cine denzel washington sera director y protagonista gt gt gt espectaculo matagalpa recibira a con pitos y tambor opinion evo sube la apuesta lee a danilo arbilla politica brasil nicaragua vender a la union europea si es posible ellos lo lograron gt gt gt panama allanamiento en mossack fonseca no deja evidencias “contundente” de delito  el cafe mas fino de nicaragua ya tiene nombre y apellido mira de donde es gt gt gt nicaragua aun puede sacarle mas al cafta gt gt gt nicaragua los platanales de rivas se estan sec opinion como logramos ser ciudadanos y no pobladores lee a cirilo otero nicaragu brasil juegos olimpicos de rio de janeiro no se detendran por escandalo de corrupcion  lacolumna el niño y el despale en el cocibolca lee a pedro joaquin chamorro nicaragu honduras csj ratifica resolucion que da via libre a reeleccion presidencial salud joven tetraplejico recupera la movilidad gracias a un chip  las elecciones peruanas lee nuestro editorial de hoy gt gt gt politica peru nicaragu rt que te parecio nuestra caricatura de hoy gt gt gt nicaragua politica sequi internacionales crean consejo de seguridad ante posible uso terrorista de armas quimicas  noticiaslptv kirchner acusa a macri por causas judiciales en su contra   noticiaslptv karim benzema es suspendido de la seleccion francesa por implicacion en caso de chantaje  noticiaslptv edgar matamoros inmerso en un conflicto de propiedad acusado por invasion de propiedad privada  esta en la prensa y te invita a sumarte al la cita es este de abril d",166259
"29","elfaro.net","efenvivo alerta naranja implica movilizar camiones cisternas de instituciones del sistema de dice jorge melendez efenvivo proteccion civil declara alerta naranja para el área metropolitana de san salvador ante escasez de agu efarchivo hay un oasis en el desierto de la libert efenvivo anda perforara dos pozos en san juan opico donde el caudal se mantiene estable dice marco fortin efenvivo la propuesta es perforar pozos en zona de guluchapa para mejorar servicio en ilopango dice marco fortin presidente de and efenvivo me reunire con la presidenta de la para agilizar aprobacion de la ley de agu efenvivo el sistema nacional de declarara alerta naranja ante la escasez de agu efenvivo declaratoria de emergencia permitira gestionar fondos para construir nuevos pozos dic efenvivo he autorizado al presidente de para que declare una emergent efenvivo pedimos disculpas a la poblacion por el efecto que causa la escasez de agu efenvivo gobierno anuncia medidas de emergencia por crisis del agu el secretario de comunicaciones de la presidencia ha dicho que la fiscalia deberia investigar  efopinión “tener el fin reproductor como el eje de cualquier union familiar resultaria miope ante la realidad” salvador samayoa “mano dura es la que hay ahora no la de paco flores” elfarolero “el socialismo de ramiro” – por gt “somos claros en la necesidad de que para enfrentar la pobreza y la desigualdad hay que cambiar sistemas fiscales” efradio escuche el analisis sobre las sociedades offshore y paraisos fiscales con jaime lopez d efblogs rene el niño que quiere ser teatrero no contador pero que tal vez no llegue a ser ninguno de los d sigfredo merino hermano jose luis merino es apoderado de apes inc una de las compañias en panam en año alba dio mills a apes inc mientras que al municipio de el divisadero en años solo entrego mil “si dejamos que la pnc se convierta en una fuerza que no respeta leyes luego sera un cancer dificil de extirpar” efradio a mil millones de dolares salieron de el salvador a paraisos fiscales entre y como afectan los paraisos fiscales al bolsillo del ciudadano comun latinoamericano lea el analisis de rosa cañet la reforma al sistema de pensiones robo del siglo” lea en este reportaje los principales ganadores y perdedor efeditorial seriamos irresponsables al lanzar nombres sin un contexto basico sin cruce de inform la propuesta de gana defensas comunales seria basicamente crear pandillas legales  efenvivo “la funcion basica de un periodista no es solo publicar un documento que te filtren hay que indagar” alba tiene offshore en panama y asi reduce impuestos en el salvador’ investigacion en alianza con aclaracion alba tiene offshore en panama y asi reduce impuestos en el salvador no forma parte de panamapapers “en registros publicos de panama va a encontrar que jorge siman tiene una sociedad en panama que no aparece en panamapapes” efenvivo “usuarios se quejan de la lentitud de las publicaciones no queremos ocultar vamos a verificar” alba tiene ocho offshore en panama y asi reduce impuestos en el salvador no deriva de panamapapers prestamo de mil a apes inc significa que alba destino mas dinero a la compañia panameña que a obras social panamapapers ruben hernandez el ceo salvadoreño de mossack fonsec panamapapers mecafe tiene dos offshore en panama y comparte prestanombre con ada mitchell guzman panamapapers canal compro partidos de futbol a una empresa de la familia eserski en islas virgen efenvivo “no todo lo que aparece en las listas de mossackfonseca es ilegal moralmente se puede hacer un cuestionamiento” efenvivo no vamos a dar solo una lista de nombres indagamos casos  “nos sentimos honrados en ser el unico periodico del triangulo norte en participar en investigacion panamapapers”  efenvivo inicia entrevista con y  elfarolero “el socialismo de ramiro” – la mirada de   “los paraisos fiscales permiten que los mas adinerados sigan concentrando riqueza porque no pagan lo que deberian” efeditorial el clima de linchamiento por panamapapers retrata a un el salvador que juzga a personas y no conduct efopinión “albanisa se transformo en una incubadora de negocios a disposicion de la familia presidencial” efopinión “familia una cuestion de derechos no de religion”– por gabriel gasteazoro franco d efblogs “teatrero” historia de para reflexionar sobre las oportunidades para la niñez en el salv salvador samayoa “mano dura es la que hay ahora no la de paco flores” aunque el dinero de apes inc proviene alba empresa semipublica en panama no esta sujeta a control corte de cuent efeditorial en el documento que el faro firmo para unirse a panamapapers se acordo no publicar listados en brut gracias por la correccion",223410
"30","Imprenta Nacional","ya pueden adquirir el diariooficial del de marzo consultas en linea <U+2192> decreto reglamento de ley de beneficios y prestaciones sociales p veteranos fuerza armada y excombatientes en diariooficial marz ya esta disponible a la venta el diariooficial del de marzo consultas en linea  con nuestra filosofia de modernizacion y mejora continua la imprenta nacional participa en estos momentos en el todo depende de como se vean las cosas para hacer mejor el trabajo felizcasiviern se encuentra a la venta el diariooficial del de marz ya disponible a la venta y consulta en linea el diariooficial del de marzo <U+2192> ya esta a la venta el diariooficial hasta el de marzo el cual pueden consultar en linea  la ultima fecha de publicacion del diariooficial es del de febrero disponible a la venta y consulta en line amamosloquehacemos sefueronlasvacaciones felizmartes diariooficial serviciosdeimpresion gobsv ya esta disponible a la venta y para consulta en linea el diariooficial del de febrer favor tomarlo en cuenta por vacaciones de semanasant este decreto no se ha recibido aun para su publicacion en el diariooficial hacemos esta atenta invitacion de parte del comite civico nacional ya es momento de que construyamos la paz gobsv les hacemos esta atenta invitacion de parte del comite civico nacional ya es momento de que construyamos la paz nuestro pensamiento positivo es que vamos a darles el mejor servicio posible feliz miércoles disponible a la venta el diariooficial del de febrero consultas en linea <U+2192> imprenta nacional participo en seminario regional de la ley de acceso a la informacion publ he publicado una foto nueva en facebook imprenta nacional participa en estos momentos en el seminario regional la politica publica de acceso a l tenemos a la venta el diariooficial del de febrero consultas en linea  solo hay que disimular que no es lunes y vivirlo al maximo feliz inicio de semana en la imprenta nacional ya le estamos atendiendo iniciamos este viernes con la venta del diariooficial del ya esta a la venta el diariooficial del de febrero consultas en linea  disponibles los diarios oficiales hasta el de febrero recuerden que pueden consultar en linea en nuestr decreto no reformas a la ley de la carrera militar aparece en diariooficial del de febrer última publicacion de diariooficial a la venta es de de febrero <U+2192> ya salio a la venta el diariooficial del de febrero <U+2192> en el diariooficial queremos darle el mejor servicio favor tener en cuenta nuestros horarios de atencion edict en el diario oficial queremos darle el mejor servicio favor tener en cuenta nuestros horarios de atencion buenos dias iniciamos la semana con la venta del diariooficial del de febrero consultas en linea <U+2192> lun la ultima fecha de publicacion del diariooficial disponible a la venta es del de febrer ya esta disponible a la venta el diariooficial del de febrer esta ley no ha venido aun para su publicacion en el diariooficial estamos al pendiente de est compartimos con ustedes el reportaje que nos hizo el canal por estar celebrando nuestro aniversari buenos dias ya salio a la venta el diariooficial del de ener ya se encuentra disponible a la venta y consulta en linea el diariooficial del de ener última fecha de publicacion del diariooficial de enero consultas en linea  ing edgard mendoza y lic daniel echegoyen conversaron en pencho amp aida de la evolucion de l este dia el ing edgard mendoza director de la imprenta nacional y el lic daniel echegoyen jefe d",1474
